年度,校名,系組名,國倍率,英倍率,數A倍率,數B倍率,社會倍率,自然倍率,數甲倍率,物倍率,化倍率,生倍率,歷倍率,地倍率,公倍率,錄取人數,普通生錄取分數
111.0,國立成功大學,系統及船舶機電工程學系,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,202
111.0,國立成功大學,航空太空工程學系,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,169
111.0,國立成功大學,環境工程學系,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,31.0,194
111.0,國立成功大學,測量及空間資訊學系,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,266
111.0,國立成功大學,生物醫學工程學系,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,210
111.0,國立成功大學,工業與資訊管理學系,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,202
111.0,國立成功大學,交通管理科學系,1.0,1.25,0.0,0.0,0.0,0.0,1.25,1.0,0.0,0.0,0.0,0.0,0.0,22.0,173.75
111.0,國立成功大學,企業管理學系,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,294
111.0,國立成功大學,統計學系,1.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,28.0,172.5
111.0,國立成功大學,會計學系,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,299
111.0,國立成功大學,醫學系(自費),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,27.0,271
111.0,國立成功大學,醫學系(公費),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,251
111.0,國立成功大學,牙醫學系,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,12.0,259
111.0,國立成功大學,醫學檢驗生物技術學系,1.0,1.25,0.0,0.0,0.0,0.0,1.0,0.0,1.25,1.25,0.0,0.0,0.0,22.0,259
111.0,國立成功大學,護理學系,1.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.5,0.0,0.0,0.0,21.0,251.5
111.0,國立成功大學,職能治療學系,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0,216
111.0,國立成功大學,物理治療學系,1.0,1.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,25.0,235
111.0,國立成功大學,藥學系,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.25,1.0,0.0,0.0,0.0,13.0,270.5
111.0,國立成功大學,政治學系,1.25,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,25.0,254.25
111.0,國立成功大學,經濟學系(自然組),1.5,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,237.5
111.0,國立成功大學,法律學系,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,43.0,244
111.0,國立成功大學,心理學系,1.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,1.0,1.0,0.0,0.0,0.0,30.0,265.5
111.0,國立成功大學,電機工程學系,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,57.0,243
111.0,國立成功大學,電機工程學系(普渡雙聯組),1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,258
111.0,國立成功大學,資訊工程學系,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,61.0,238
111.0,國立成功大學,資訊工程學系(普渡雙聯組),1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,248
,,,,,,,,,,,,,,,,,
111.0,國立成功大學,建築學系,1.25,1.0,0.0,0.0,0.0,0.0,1.25,1.25,1.0,0.0,0.0,0.0,0.0,17.0,249.5
111.0,國立成功大學,都市計劃學系(自然組),1.5,1.5,1.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,258.5
111.0,國立成功大學,都市計劃學系(社會組),1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,293.5
111.0,國立成功大學,工業設計學系,1.0,1.5,0.0,0.0,0.0,0.0,1.0,1.5,1.0,0.0,0.0,0.0,0.0,27.0,236
111.0,國立成功大學,生命科學系,0.0,1.25,1.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,0.0,0.0,0.0,31.0,239
111.0,國立成功大學,生物科技與產業科學系,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,0.0,0.0,0.0,19.0,219.5
111.0,國立成功大學,全校不分系學士學位學程,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,148
111.0,國立成功大學,經濟學系(社會組),1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,304
111.0,東吳大學,中國文學系,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,85
111.0,東吳大學,歷史學系,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,137
111.0,東吳大學,哲學系,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,128
111.0,東吳大學,政治學系,1.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,45.0,140.5
111.0,東吳大學,社會學系,1.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,34.0,100
111.0,東吳大學,社會工作學系,1.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,28.0,92
111.0,東吳大學,音樂學系-鋼琴.聲樂.弦樂.理論作曲,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,193.88
111.0,東吳大學,音樂學系-銅管樂.木管樂.擊樂,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,206.54
111.0,東吳大學,英文學系,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,76
111.0,東吳大學,日本語文學系,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71.0,139.5
111.0,東吳大學,德國文化學系,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,5.0,130.5
111.0,東吳大學,數學系,1.5,1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,66.5
111.0,東吳大學,物理學系,0.0,1.0,0.0,0.0,0.0,0.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,10.0,37.5
111.0,東吳大學,化學系,0.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,2.0,0.0,0.0,0.0,0.0,7.0,56
111.0,東吳大學,微生物學系,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,0.0,0.0,0.0,11.0,137.5
111.0,東吳大學,心理學系,1.0,2.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,16.0,127
111.0,東吳大學,法律學系,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,86.0,292
111.0,東吳大學,經濟學系,1.5,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,175.5
111.0,東吳大學,會計學系,0.0,1.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,128
111.0,東吳大學,企業管理學系,0.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.0,105
111.0,東吳大學,國際經營與貿易學系,1.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,67.0,150.5
111.0,東吳大學,財務工程與精算數學系,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,92
111.0,東吳大學,資訊管理學系,0.0,1.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.0,93.5
111.0,東吳大學,資料科學系,1.0,1.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,19.0,119.5
111.0,國立政治大學,中國文學系,1.5,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,26.0,222.75
,,,,,,,,,,,,,,,,,
111.0,國立政治大學,歷史學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,12.0,283
111.0,國立政治大學,哲學系,1.25,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.25,15.0,269.5
111.0,國立政治大學,教育學系,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,333
111.0,國立政治大學,政治學系,1.75,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,16.0,328.5
111.0,國立政治大學,社會學系,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,251
111.0,國立政治大學,財政學系(社會組),1.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,222
111.0,國立政治大學,財政學系(自然組),1.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,16.0,176
111.0,國立政治大學,公共行政學系,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,251
111.0,國立政治大學,地政學系土地資源規劃組,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,283.5
111.0,國立政治大學,地政學系土地管理組,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,16.0,286.5
111.0,國立政治大學,地政學系土地測量與資訊組,1.25,1.5,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,243
111.0,國立政治大學,經濟學系(社會組),0.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,194.5
111.0,國立政治大學,經濟學系(自然組),0.0,1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,192.5
111.0,國立政治大學,民族學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,1.5,19.0,282.75
111.0,國立政治大學,外交學系,1.5,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,30.0,318.25
111.0,國立政治大學,國際經營與貿易學系(社會組),1.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,26.0,344
111.0,國立政治大學,國際經營與貿易學系(自然組),1.5,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,255.5
111.0,國立政治大學,金融學系(社會組),1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,277
111.0,國立政治大學,金融學系(自然組),1.0,1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,210.5
111.0,國立政治大學,會計學系(社會組),1.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,35.0,337
111.0,國立政治大學,會計學系(自然組),1.5,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,247
111.0,國立政治大學,統計學系(社會組),1.5,1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,314.5
111.0,國立政治大學,統計學系(自然組),1.5,1.5,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,288
111.0,國立政治大學,企業管理學系(社會組),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,35.0,286.5
111.0,國立政治大學,企業管理學系(自然組),1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,173
111.0,國立政治大學,資訊管理學系(社會組),1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,314
111.0,國立政治大學,資訊管理學系(自然組),1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,222
111.0,國立政治大學,財務管理學系(社會組),1.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,304.5
111.0,國立政治大學,財務管理學系(自然組),1.0,1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,217.5
111.0,國立政治大學,風險管理與保險學系(社會組),1.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,289
111.0,國立政治大學,風險管理與保險學系(自然組),1.5,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,247
111.0,國立政治大學,傳播學院大一大二不分系(社會組),1.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,78.0,289
111.0,國立政治大學,傳播學院大一大二不分系(自然組),1.0,1.5,1.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,235.5
,,,,,,,,,,,,,,,,,
111.0,國立政治大學,英國語文學系,1.5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,33.0,315.5
111.0,國立政治大學,阿拉伯語文學系,1.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.0,0.0,22.0,283.25
111.0,國立政治大學,斯拉夫語文學系,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,234
111.0,國立政治大學,日本語文學系,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,253
111.0,國立政治大學,韓國語文學系,1.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,14.0,288
111.0,國立政治大學,土耳其語文學系,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,15.0,282
111.0,國立政治大學,歐洲語文學系法文組,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,302
111.0,國立政治大學,歐洲語文學系德文組,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,300.5
111.0,國立政治大學,歐洲語文學系西班牙文組,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,299.5
111.0,國立政治大學,東南亞語言與文化學士學位學程越文組,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,288.5
111.0,國立政治大學,東南亞語言與文化學士學位學程泰文組,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,290
111.0,國立政治大學,"東南亞語言與文化學士學位學程印尼文
組",1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,286.5
111.0,國立政治大學,法律學系,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,96.0,310
111.0,國立政治大學,應用數學系,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,225
111.0,國立政治大學,心理學系,1.0,1.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,146.75
111.0,國立政治大學,資訊科學系,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,19.0,214
111.0,國立政治大學,資訊科學系(人工智慧組),1.0,1.5,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,6.0,221.5
111.0,國立政治大學,創新國際學院學士班,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,9.0,239
111.0,高雄醫學大學,醫學系(自費),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,42.0,261
111.0,高雄醫學大學,醫學系(公費),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,251
111.0,高雄醫學大學,運動醫學系,0.0,1.5,0.0,0.0,0.0,0.0,1.0,1.0,1.25,1.5,0.0,0.0,0.0,23.0,136.25
111.0,高雄醫學大學,呼吸治療學系,0.0,1.25,0.0,0.0,0.0,0.0,0.0,1.0,1.25,1.25,0.0,0.0,0.0,29.0,131
111.0,高雄醫學大學,牙醫學系,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,32.0,254
111.0,高雄醫學大學,口腔衛生學系,1.5,1.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.5,0.0,0.0,0.0,21.0,83.75
111.0,高雄醫學大學,藥學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.25,1.25,0.0,0.0,0.0,51.0,273.5
111.0,高雄醫學大學,香粧品學系,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,21.0,130
111.0,高雄醫學大學,護理學系,1.25,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,39.0,138.75
111.0,高雄醫學大學,醫學檢驗生物技術學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,26.0,160
111.0,高雄醫學大學,醫學影像暨放射科學系,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.5,1.25,1.25,0.0,0.0,0.0,18.0,172
111.0,高雄醫學大學,公共衛生學系,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.75,0.0,0.0,0.0,25.0,127.5
111.0,高雄醫學大學,職能治療學系,1.5,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.0,0.0,0.0,21.0,225.5
111.0,高雄醫學大學,物理治療學系,1.0,2.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,1.5,0.0,0.0,0.0,23.0,282.5
111.0,高雄醫學大學,醫務管理暨醫療資訊學系,1.5,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,117.5
,,,,,,,,,,,,,,,,,
111.0,高雄醫學大學,生命科學院學士班,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,75
111.0,高雄醫學大學,醫藥暨應用化學系醫藥化學組,0.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,1.5,1.0,0.0,0.0,0.0,16.0,182
111.0,高雄醫學大學,醫藥暨應用化學系應用化學組,0.0,1.5,0.0,0.0,0.0,0.0,1.5,1.0,1.5,0.0,0.0,0.0,0.0,18.0,142
111.0,高雄醫學大學,生物醫學暨環境生物學系,1.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,1.25,1.5,0.0,0.0,0.0,15.0,123.5
111.0,高雄醫學大學,生物科技學系,0.0,1.25,0.0,0.0,0.0,0.0,1.0,0.0,1.25,1.75,0.0,0.0,0.0,17.0,140.25
111.0,高雄醫學大學,心理學系,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,166
111.0,高雄醫學大學,醫學社會學與社會工作學系,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,22.0,166
111.0,中原大學,應用數學系,1.25,1.25,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,56.25
111.0,中原大學,物理學系物理組,0.0,1.0,0.0,0.0,0.0,0.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,13.0,38.5
111.0,中原大學,物理學系光電與材料科學組,0.0,1.0,0.0,0.0,0.0,0.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,18.0,60
111.0,中原大學,化學系化學組,0.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,2.0,0.0,0.0,0.0,0.0,12.0,91.5
111.0,中原大學,化學系材料化學組,0.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,2.0,0.0,0.0,0.0,0.0,15.0,98.5
111.0,中原大學,心理學系,1.5,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,146.5
111.0,中原大學,生物科技學系,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,20.0,69
111.0,中原大學,化學工程學系綠能製程組,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,69
111.0,中原大學,化學工程學系生化工程組,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,102
111.0,中原大學,化學工程學系材料工程組,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0,130
111.0,中原大學,土木工程學系,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,130
111.0,中原大學,機械工程學系,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,32.0,160
111.0,中原大學,生物醫學工程學系,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.75,0.0,0.0,0.0,0.0,19.0,93
111.0,中原大學,環境工程學系,2.0,1.5,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,130.5
111.0,中原大學,電機資訊學院學士班,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,81
111.0,中原大學,工業與系統工程學系工程組,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,57
111.0,中原大學,工業與系統工程學系管理組,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,122
111.0,中原大學,電子工程學系,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,78
111.0,中原大學,資訊工程學系,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,117
111.0,中原大學,電機工程學系,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,90
111.0,中原大學,電機資訊學院智慧運算與大數據學士班,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,71
111.0,中原大學,企業管理學系服務業管理組,2.0,1.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,190.25
111.0,中原大學,企業管理學系高科技業管理組,1.75,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,180.75
111.0,中原大學,企業管理學系工商管理組,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,13.0,163.75
111.0,中原大學,國際經營與貿易學系,1.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,109.5
111.0,中原大學,會計學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,20.0,181.5
,,,,,,,,,,,,,,,,,
111.0,中原大學,資訊管理學系,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,125
111.0,中原大學,財務金融學系,1.75,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,39.0,208.75
111.0,中原大學,財經法律學系,1.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,21.0,222.5
111.0,中原大學,建築學系,1.75,1.75,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,225
111.0,中原大學,室內設計學系,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,0.0,10.0,258
111.0,中原大學,商業設計學系商業設計組,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,10.0,211
111.0,中原大學,商業設計學系產品設計組,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,83
111.0,中原大學,地景建築學系,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,24.0,188
111.0,中原大學,特殊教育學系,1.5,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,121
111.0,中原大學,應用外國語文學系,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,131
111.0,中原大學,應用華語文學系,2.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.0,0.0,12.0,154.75
111.0,東海大學,中國文學系,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,111
111.0,東海大學,外國語文學系,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,91
111.0,東海大學,歷史學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,104
111.0,東海大學,日本語言文化學系,1.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,18.0,111
111.0,東海大學,哲學系,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.75,7.0,136.25
111.0,東海大學,應用物理學系(A組),1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,55
